ts_code,symbol,name,area,industry,cnspell,market,list_date,act_name,act_ent_type
600288.SH,600288,大恒科技,北京,元器件,DHKJ,主板,20001129,无实际控制人,其他
600289.SH,600289,ST信通,黑龙江,软件服务,STXT,主板,20000720,王文锋,民营企业
600292.SH,600292,电投水电,重庆,水力发电,DTSD,主板,20001101,国务院国有资产监督管理委员会,中央企业
600293.SH,600293,三峡新材,湖北,玻璃,SXXC,主板,20000919,宜昌市人民政府国有资产监督管理委员会,地方国有企业
600295.SH,600295,鄂尔多斯,内蒙,特种钢,EEDS,主板,20010426,王林祥,民营企业
600298.SH,600298,安琪酵母,湖北,食品,AQJM,主板,20000818,宜昌市人民政府国有资产监督管理委员会,地方国有企业
600299.SH,600299,安迪苏,北京,饲料,ADS,主板,20000420,国务院国有资产监督管理委员会,中央企业
600300.SH,600300,维维股份,江苏,软饮料,WWGF,主板,20000630,徐州市人民政府国有资产监督管理委员会,地方国有企业
600301.SH,600301,华锡有色,广西,小金属,HXYS,主板,20000712,广西壮族自治区人民政府国有资产监督管理委员会,地方国有企业
600302.SH,600302,标准股份,陕西,纺织机械,BZGF,主板,20001213,陕西省西安市人民政府国有资产监督管理委员会,地方国有企业
600303.SH,600303,曙光股份,辽宁,汽车整车,SGGF,主板,20001226,梁梓,民营企业
600305.SH,600305,恒顺醋业,江苏,食品,HSCY,主板,20010206,江苏省镇江市人民政府国有资产监督管理委员会,地方国有企业
600307.SH,600307,酒钢宏兴,甘肃,普钢,JGHX,主板,20001220,甘肃省人民政府国有资产监督管理委员会,地方国有企业
600308.SH,600308,华泰股份,山东,造纸,HTGF,主板,20000928,李建华,民营企业
600309.SH,600309,万华化学,山东,化工原料,WHHX,主板,20010105,烟台市人民政府国有资产监督管理委员会,地方国有企业
600310.SH,600310,广西能源,广西,水力发电,GXNY,主板,20010228,广西壮族自治区人民政府国有资产监督管理委员会,地方国有企业
600312.SH,600312,平高电气,河南,电气设备,PGDQ,主板,20010221,国务院国有资产监督管理委员会,中央企业
600313.SH,600313,农发种业,北京,种植业,NFZY,主板,20010119,国务院国有资产监督管理委员会,中央企业
600315.SH,600315,上海家化,上海,日用化工,SHJH,主板,20010315,无实际控制人,其他
600316.SH,600316,洪都航空,江西,航空,HDHK,主板,20001215,国务院国有资产监督管理委员会,中央企业
600318.SH,600318,新力金融,安徽,多元金融,XLJR,主板,20001208,安徽省供销合作社联合社,集体企业
600319.SH,600319,亚星化学,山东,化工原料,YXHX,主板,20010326,潍坊市国有资产监督管理委员会,地方国有企业
600320.SH,600320,振华重工,上海,专用机械,ZHZG,主板,20001221,国务院国有资产监督管理委员会,中央企业
600322.SH,600322,津投城开,天津,区域地产,JTCK,主板,20010910,天津市人民政府国有资产监督管理委员会,地方国有企业
600323.SH,600323,瀚蓝环境,广东,环境保护,HLHJ,主板,20001225,佛山市南海区国有资产监督管理局,地方国有企业
600325.SH,600325,华发股份,广东,区域地产,HFGF,主板,20040225,珠海市人民政府国有资产监督管理委员会,地方国有企业
600326.SH,600326,西藏天路,西藏,水泥,XZTL,主板,20010116,西藏自治区人民政府国有资产监督管理委员会,地方国有企业
600327.SH,600327,大东方,江苏,医疗保健,DDF,主板,20020625,王均金,民营企业
600328.SH,600328,中盐化工,内蒙,化工原料,ZYHG,主板,20001222,国务院国有资产监督管理委员会,中央企业
600329.SH,600329,达仁堂,天津,中成药,DRT,主板,20010606,无实际控制人,其他
600330.SH,600330,天通股份,浙江,专用机械,TTGF,主板,20010118,潘建清,民营企业
600331.SH,600331,宏达股份,四川,农药化肥,HDGF,主板,20011220,四川省政府国有资产监督管理委员会,地方国有企业
600332.SH,600332,白云山,广东,中成药,BYS,主板,20010206,广州市人民政府,地方国有企业
600333.SH,600333,长春燃气,吉林,供气供热,CCRQ,主板,20001211,长春市人民政府国有资产监督管理委员会,地方国有企业
600335.SH,600335,国机汽车,天津,汽车服务,GJQC,主板,20010305,国务院国有资产监督管理委员会,中央企业
600336.SH,600336,澳柯玛,山东,家用电器,AKM,主板,20001229,青岛市人民政府国有资产监督管理委员会,地方国有企业
600337.SH,600337,美克家居,江西,家居用品,MKJJ,主板,20001127,冯东明,民营企业
600338.SH,600338,西藏珠峰,西藏,铅锌,XZZF,主板,20001227,黄瑛,民营企业
600339.SH,600339,中油工程,新疆,石油开采,ZYGC,主板,20001225,中国石油天然气集团有限公司,中央企业
600340.SH,600340,华夏幸福,河北,园区开发,HXXF,主板,20031230,王文学,民营企业
600343.SH,600343,航天动力,陕西,机械基件,HTDL,主板,20030408,国务院国有资产监督管理委员会,中央企业
600345.SH,600345,长江通信,湖北,通信设备,CJTX,主板,20001222,国务院国有资产监督管理委员会,中央企业
600346.SH,600346,恒力石化,辽宁,石油加工,HLSH,主板,20010820,范红卫,民营企业
600348.SH,600348,华阳股份,山西,煤炭开采,HYGF,主板,20030821,山西省人民政府国有资产监督管理委员会,地方国有企业
600350.SH,600350,山东高速,山东,路桥,SDGS,主板,20020318,山东省人民政府国有资产监督管理委员会,地方国有企业
600351.SH,600351,亚宝药业,山西,中成药,YBYY,主板,20020926,任武贤,民营企业
600352.SH,600352,浙江龙盛,浙江,染料涂料,ZJLS,主板,20030801,阮伟祥,民营企业
600353.SH,600353,旭光电子,四川,元器件,XGDZ,主板,20021120,张建和,民营企业
600354.SH,600354,敦煌种业,甘肃,种植业,DHZY,主板,20040115,甘肃省人民政府国有资产监督管理委员会,地方国有企业
600355.SH,600355,*ST精伦,湖北,专用机械,*STJL,主板,20020613,张学阳,民营企业
600356.SH,600356,恒丰纸业,黑龙江,造纸,HFZY,主板,20010419,黑龙江省人民政府国有资产监督管理委员会,地方国有企业
600358.SH,600358,ST联合,江西,广告包装,STLH,主板,20000922,江西省国有资产监督管理委员会,地方国有企业
600359.SH,600359,新农开发,新疆,种植业,XNKF,主板,19990429,新疆生产建设兵团第一师国有资产监督管理委员会,地方国有企业
600360.SH,600360,*ST华微,吉林,半导体,*STHW,主板,20010316,吉林省人民政府国有资产监督管理委员会,地方国有企业
600361.SH,600361,创新新材,北京,铝,CXXC,主板,20011129,崔立新,民营企业
600362.SH,600362,江西铜业,江西,铜,JXTY,主板,20020111,江西省国有资产监督管理委员会,地方国有企业
600363.SH,600363,联创光电,江西,元器件,LCGD,主板,20010329,伍锐,民营企业
600365.SH,600365,ST通葡,吉林,互联网,STTP,主板,20010115,吴玉华,民营企业
600366.SH,600366,宁波韵升,浙江,矿物制品,NBYS,主板,20001030,竺韵德,民营企业
600367.SH,600367,红星发展,贵州,化工原料,HXFZ,主板,20010320,青岛市人民政府国有资产监督管理委员会,地方国有企业
600368.SH,600368,五洲交通,广西,路桥,WZJT,主板,20001221,广西壮族自治区人民政府国有资产监督管理委员会,地方国有企业
600369.SH,600369,西南证券,重庆,证券,XNZQ,主板,20010109,重庆市国有资产监督管理委员会,地方国有企业
600370.SH,600370,三房巷,江苏,化工原料,SFX,主板,20030306,卞平刚,民营企业
600371.SH,600371,万向德农,黑龙江,种植业,WXDN,主板,20020916,鲁伟鼎,民营企业
600372.SH,600372,中航机载,北京,航空,ZHJZ,主板,20010706,国务院国有资产监督管理委员会,中央企业
600373.SH,600373,中文传媒,江西,出版业,ZWCM,主板,20020304,江西省人民政府,地方国有企业
600375.SH,600375,汉马科技,安徽,汽车整车,HMKJ,主板,20030401,李书福,民营企业
600376.SH,600376,首开股份,北京,区域地产,SKGF,主板,20010312,北京市人民政府国有资产监督管理委员会,地方国有企业
600377.SH,600377,宁沪高速,江苏,路桥,NHGS,主板,20010116,江苏省政府国有资产监督管理委员会,地方国有企业
600378.SH,600378,昊华科技,四川,化工原料,HHKJ,主板,20010111,国务院国有资产监督管理委员会,中央企业
600379.SH,600379,宝光股份,陕西,电气设备,BGGF,主板,20020116,国务院国有资产监督管理委员会,中央企业
600380.SH,600380,健康元,深圳,化学制药,JKY,主板,20010608,朱保国,民营企业
600381.SH,600381,*ST春天,青海,医疗保健,*STCT,主板,20010508,肖融,民营企业
600382.SH,600382,广东明珠,广东,普钢,GDMZ,主板,20010118,张坚力,民营企业
600383.SH,600383,金地集团,深圳,全国地产,JDJT,主板,20010412,无实际控制人,其他
600386.SH,600386,北巴传媒,北京,汽车服务,BBCM,主板,20010216,北京市人民政府国有资产监督管理委员会,地方国有企业
600388.SH,600388,龙净环保,福建,环境保护,LJHB,主板,20001229,上杭县财政局,地方国有企业
600389.SH,600389,江山股份,江苏,农药化肥,JSGF,主板,20010110,无实际控制人,其他
600390.SH,600390,五矿资本,湖南,多元金融,WKZB,主板,20010115,国务院国有资产监督管理委员会,中央企业
600391.SH,600391,航发科技,四川,航空,HFKJ,主板,20011212,国务院国有资产监督管理委员会,中央企业
600392.SH,600392,盛和资源,四川,小金属,SHZY,主板,20030529,中华人民共和国财政部,中央企业
600395.SH,600395,盘江股份,贵州,煤炭开采,PJGF,主板,20010531,贵州省人民政府国有资产监督管理委员会,地方国有企业
600396.SH,600396,华电辽能,辽宁,火力发电,HDLN,主板,20010328,国务院国有资产监督管理委员会,中央企业
600397.SH,600397,江钨装备,江西,专用机械,JWZB,主板,20020702,江西省国有资产监督管理委员会,地方国有企业
600398.SH,600398,海澜之家,江苏,服饰,HLZJ,主板,20001228,周建平,民营企业
600399.SH,600399,抚顺特钢,辽宁,特种钢,FSTG,主板,20001229,沈彬,民营企业
600400.SH,600400,红豆股份,江苏,服饰,HDGF,主板,20010108,周海江,民营企业
600403.SH,600403,大有能源,河南,煤炭开采,DYNY,主板,20031009,河南省人民政府国有资产监督管理委员会,地方国有企业
600405.SH,600405,动力源,北京,电气设备,DLY,主板,20040401,何振亚,民营企业
600406.SH,600406,国电南瑞,江苏,电气设备,GDNR,主板,20031016,国务院国有资产监督管理委员会,中央企业
600408.SH,600408,安泰集团,山西,焦炭加工,ATJT,主板,20030212,李安民,民营企业
600409.SH,600409,三友化工,河北,化纤,SYHG,主板,20030618,唐山市人民政府国有资产监督管理委员会,地方国有企业
600410.SH,600410,华胜天成,北京,软件服务,HSTC,主板,20040427,无实际控制人,其他
600415.SH,600415,小商品城,浙江,商品城,XSPC,主板,20020509,义乌市人民政府国有资产监督管理办公室,地方国有企业
600416.SH,600416,湘电股份,湖南,电气设备,XDGF,主板,20020718,湖南省人民政府国有资产监督管理委员会,地方国有企业
600418.SH,600418,江淮汽车,安徽,汽车整车,JHQC,主板,20010824,安徽省人民政府国有资产监督管理委员会,地方国有企业
600419.SH,600419,天润乳业,新疆,乳制品,TRRY,主板,20010628,新疆生产建设兵团第十二师国有资产监督管理委员会,地方国有企业
600420.SH,600420,国药现代,上海,化学制药,GYXD,主板,20040616,国务院国有资产监督管理委员会,中央企业
600421.SH,600421,*ST华嵘,湖北,专用机械,*STHR,主板,20040607,楼永良,民营企业
600422.SH,600422,昆药集团,云南,中成药,KYJT,主板,20001206,国务院国有资产监督管理委员会,中央企业
600423.SH,600423,柳化股份,广西,农药化肥,LHGF,主板,20030717,柳州市人民政府国有资产监督管理委员会,地方国有企业
600425.SH,600425,青松建化,新疆,水泥,QSJH,主板,20030724,新疆生产建设兵团国有资产监督管理委员会,地方国有企业
600426.SH,600426,华鲁恒升,山东,农药化肥,HLHS,主板,20020620,山东省人民政府国有资产监督管理委员会,地方国有企业
600428.SH,600428,中远海特,广东,水运,ZYHT,主板,20020418,国务院国有资产监督管理委员会,中央企业
600429.SH,600429,三元股份,北京,乳制品,SYGF,主板,20030915,北京市人民政府国有资产监督管理委员会,地方国有企业
600433.SH,600433,冠豪高新,广东,造纸,GHGX,主板,20030619,国务院国有资产监督管理委员会,中央企业
600435.SH,600435,北方导航,北京,专用机械,BFDH,主板,20030704,国务院国有资产监督管理委员会,中央企业
600436.SH,600436,片仔癀,福建,中成药,PZH,主板,20030616,漳州市人民政府国有资产监督管理委员会,地方国有企业
600438.SH,600438,通威股份,四川,电气设备,TWGF,主板,20040302,刘汉元,民营企业
600439.SH,600439,瑞贝卡,河南,服饰,RBK,主板,20030710,郑有全,民营企业
600444.SH,600444,国机通用,安徽,专用机械,GJTY,主板,20040219,国务院国有资产监督管理委员会,中央企业
600446.SH,600446,金证股份,深圳,软件服务,JZGF,主板,20031224,无实际控制人,其他
600448.SH,600448,华纺股份,山东,纺织,HFGF,主板,20010903,滨州市人民政府国有资产监督管理委员会,地方国有企业
600449.SH,600449,宁夏建材,宁夏,水泥,NXJC,主板,20030829,国务院国有资产监督管理委员会,中央企业
600452.SH,600452,涪陵电力,重庆,水力发电,FLDL,主板,20040303,国务院国有资产监督管理委员会,中央企业
600455.SH,600455,博通股份,陕西,文教休闲,BTGF,主板,20040329,西安经济技术开发区管理委员会,地方国有企业
600456.SH,600456,宝钛股份,陕西,小金属,BTGF,主板,20020412,陕西省人民政府国有资产监督管理委员会,地方国有企业
600458.SH,600458,时代新材,湖南,塑料,SDXC,主板,20021219,中国中车集团有限公司,中央企业
600459.SH,600459,贵研铂业,云南,小金属,GYBY,主板,20030516,云南省人民政府国有资产监督管理委员会,地方国有企业
600460.SH,600460,士兰微,浙江,半导体,SLW,主板,20030311,陈向东,民营企业
600461.SH,600461,洪城环境,江西,水务,HCHJ,主板,20040601,南昌市国有资产监督管理委员会,地方国有企业
600463.SH,600463,空港股份,北京,园区开发,KGGF,主板,20040318,北京市顺义区人民政府国有资产监督管理委员会,地方国有企业
600467.SH,600467,好当家,山东,渔业,HDJ,主板,20040405,唐传勤,民营企业
600468.SH,600468,百利电气,天津,电气设备,BLDQ,主板,20010615,天津市人民政府国有资产监督管理委员会,地方国有企业
600469.SH,600469,风神股份,河南,汽车配件,FSGF,主板,20031021,国务院国有资产监督管理委员会,中央企业
600470.SH,600470,六国化工,安徽,农药化肥,LGHG,主板,20040305,无实际控制人,其他
600475.SH,600475,华光环能,江苏,电气设备,HGHN,主板,20030721,无锡市人民政府国有资产监督管理委员会,地方国有企业
600476.SH,600476,湘邮科技,湖南,软件服务,XYKJ,主板,20031210,中华人民共和国国务院,中央企业
600477.SH,600477,杭萧钢构,浙江,钢加工,HXGG,主板,20031110,单银木,民营企业
600478.SH,600478,科力远,湖南,电气设备,KLY,主板,20030918,钟发平,民营企业
600479.SH,600479,千金药业,湖南,中成药,QJYY,主板,20040312,株洲市人民政府国有资产监督管理委员会,地方国有企业
600480.SH,600480,凌云股份,河北,汽车配件,LYGF,主板,20030815,国务院国有资产监督管理委员会,中央企业
600481.SH,600481,双良节能,江苏,电气设备,SLJN,主板,20030422,缪双大,民营企业
600483.SH,600483,福能股份,福建,新型电力,FNGF,主板,20040531,福建省人民政府国有资产监督管理委员会,地方国有企业
600486.SH,600486,扬农化工,江苏,农药化肥,YNHG,主板,20020425,国务院国有资产监督管理委员会,中央企业
600487.SH,600487,亨通光电,江苏,通信设备,HTGD,主板,20030822,崔巍,民营企业
600488.SH,600488,津药药业,天津,化学制药,JYYY,主板,20010618,无实际控制人,其他
600489.SH,600489,中金黄金,北京,黄金,ZJHJ,主板,20030814,国务院国有资产监督管理委员会,中央企业
600490.SH,600490,鹏欣资源,上海,铜,PXZY,主板,20030626,姜照柏,民营企业
600491.SH,600491,龙元建设,浙江,建筑工程,LYJS,主板,20040524,赖振元,民营企业
600493.SH,600493,凤竹纺织,福建,纺织,FZFZ,主板,20040421,陈澄清,民营企业
600495.SH,600495,晋西车轴,山西,运输设备,JXCZ,主板,20040526,国务院国有资产监督管理委员会,中央企业
600496.SH,600496,精工钢构,安徽,钢加工,JGGG,主板,20020605,方朝阳,民营企业
600497.SH,600497,驰宏锌锗,云南,铅锌,CHXZ,主板,20040420,国务院国有资产监督管理委员会,中央企业
600498.SH,600498,烽火通信,湖北,通信设备,FHTX,主板,20010823,国务院国有资产监督管理委员会,中央企业
600499.SH,600499,科达制造,广东,专用机械,KDZZ,主板,20021010,无实际控制人,其他
600500.SH,600500,中化国际,上海,塑料,ZHGJ,主板,20000301,国务院国有资产监督管理委员会,中央企业
600501.SH,600501,航天晨光,江苏,专用机械,HTCG,主板,20010615,国务院国有资产监督管理委员会,中央企业
600502.SH,600502,安徽建工,安徽,建筑工程,AHJG,主板,20030415,安徽省人民政府国有资产监督管理委员会,地方国有企业
600503.SH,600503,华丽家族,上海,区域地产,HLJZ,主板,20020709,刘雅娟,民营企业
600505.SH,600505,西昌电力,四川,水力发电,XCDL,主板,20020530,国务院国有资产监督管理委员会,中央企业
600506.SH,600506,统一股份,新疆,石油加工,TYGF,主板,20011226,中央汇金投资有限责任公司,中央企业
600507.SH,600507,方大特钢,江西,特种钢,FDTG,主板,20030930,方威,民营企业
600508.SH,600508,上海能源,上海,煤炭开采,SHNY,主板,20010829,国务院国有资产监督管理委员会,中央企业
600509.SH,600509,天富能源,新疆,火力发电,TFNY,主板,20020228,新疆生产建设兵团农八师石河子市国有资产监督管理委员会,地方国有企业
600510.SH,600510,黑牡丹,江苏,全国地产,HMD,主板,20020618,常州国家高新区管委会(新北区人民政府),地方国有企业
600511.SH,600511,国药股份,北京,医药商业,GYGF,主板,20021127,国务院国有资产监督管理委员会,中央企业
600512.SH,600512,腾达建设,浙江,建筑工程,TDJS,主板,20021226,叶林富,外资
600513.SH,600513,联环药业,江苏,化学制药,LHYY,主板,20030319,扬州市人民政府国有资产监督管理委员会,地方国有企业
600515.SH,600515,海南机场,海南,机场,HNJC,主板,20020806,海南省国有资产监督管理委员会,地方国有企业
600516.SH,600516,方大炭素,甘肃,矿物制品,FDTS,主板,20020830,方威,民营企业
600517.SH,600517,国网英大,上海,多元金融,GWYD,主板,20031010,国务院国有资产监督管理委员会,中央企业
600518.SH,600518,康美药业,广东,中成药,KMYY,主板,20010319,无实际控制人,其他
600519.SH,600519,贵州茅台,贵州,白酒,GZMT,主板,20010827,贵州省人民政府国有资产监督管理委员会,地方国有企业
600520.SH,600520,三佳科技,安徽,半导体,SJKJ,主板,20020108,合肥市人民政府国有资产监督管理委员会,地方国有企业
600521.SH,600521,华海药业,浙江,化学制药,HHYY,主板,20030304,陈保华,民营企业
600522.SH,600522,中天科技,江苏,通信设备,ZTKJ,主板,20021024,薛驰,民营企业
600523.SH,600523,贵航股份,贵州,汽车配件,GHGF,主板,20011227,国务院国有资产监督管理委员会,中央企业
600525.SH,600525,ST长园,深圳,电气设备,STCY,主板,20021202,无实际控制人,其他
600526.SH,600526,菲达环保,浙江,环境保护,FDHB,主板,20020722,浙江省人民政府国有资产监督管理委员会,地方国有企业
600527.SH,600527,江南高纤,江苏,化纤,JNGX,主板,20031127,陶冶,民营企业
600528.SH,600528,中铁工业,北京,运输设备,ZTGY,主板,20010528,国务院国有资产监督管理委员会,中央企业
600529.SH,600529,山东药玻,山东,医疗保健,SDYB,主板,20020603,沂源县财政局,地方国有企业
600530.SH,600530,交大昂立,上海,医疗保健,JDAL,主板,20010702,嵇霖,民营企业
600531.SH,600531,豫光金铅,河南,铅锌,YGJQ,主板,20020730,济源产城融合示范区财政局(济源产城融合示范区国有资产监督管理局),地方国有企业
600533.SH,600533,栖霞建设,江苏,区域地产,QXJS,主板,20020328,南京栖霞国资投资集团有限公司,地方国有企业
600535.SH,600535,天士力,天津,中成药,TSL,主板,20020823,中国华润有限公司,中央企业
600536.SH,600536,中国软件,北京,软件服务,ZGRJ,主板,20020517,国务院国有资产监督管理委员会,中央企业
600537.SH,600537,亿晶光电,浙江,电气设备,YJGD,主板,20030123,无实际控制人,其他
600538.SH,600538,国发股份,广西,医药商业,GFGF,主板,20030114,朱蓉娟,民营企业
600539.SH,600539,狮头股份,山西,互联网,STGF,主板,20010824,吴靓怡,民营企业
600540.SH,600540,新赛股份,新疆,种植业,XSGF,主板,20040107,新疆生产建设兵团国有资产监督管理委员会,地方国有企业
600543.SH,600543,莫高股份,甘肃,红黄酒,MGGF,主板,20040324,甘肃省人民政府国有资产监督管理委员会,地方国有企业
600545.SH,600545,卓郎智能,新疆,纺织机械,ZLZN,主板,20031203,潘雪平,民营企业
600546.SH,600546,山煤国际,山西,煤炭开采,SMGJ,主板,20030731,山西省人民政府国有资产监督管理委员会,地方国有企业
600547.SH,600547,山东黄金,山东,黄金,SDHJ,主板,20030828,山东省人民政府国有资产监督管理委员会,地方国有企业
600548.SH,600548,深高速,深圳,路桥,SGS,主板,20011225,深圳市人民政府国有资产监督管理委员会,地方国有企业
600549.SH,600549,厦门钨业,福建,小金属,XMWY,主板,20021107,福建省人民政府国有资产监督管理委员会,地方国有企业
600550.SH,600550,保变电气,河北,电气设备,BBDQ,主板,20010228,国务院国有资产监督管理委员会,中央企业
600551.SH,600551,时代出版,安徽,出版业,SDCB,主板,20020905,安徽省人民政府,地方国有企业
600552.SH,600552,凯盛科技,安徽,元器件,KSKJ,主板,20021108,国务院国有资产监督管理委员会,中央企业
600556.SH,600556,天下秀,广西,互联网,TXX,主板,20010807,李檬,民营企业
600557.SH,600557,康缘药业,江苏,中成药,KYYY,主板,20020918,肖伟,民营企业
600558.SH,600558,大西洋,四川,钢加工,DXY,主板,20010227,自贡市政府国有资产监督管理委员会,地方国有企业
600559.SH,600559,老白干酒,河北,白酒,LBGJ,主板,20021029,衡水市财政局,地方国有企业
600560.SH,600560,金自天正,北京,电气设备,JZTZ,主板,20020919,国务院国有资产监督管理委员会,中央企业
600561.SH,600561,江西长运,江西,公共交通,JXCY,主板,20020716,南昌市国有资产监督管理委员会,地方国有企业
600562.SH,600562,国睿科技,江苏,通信设备,GRKJ,主板,20030128,国务院国有资产监督管理委员会,中央企业
600563.SH,600563,法拉电子,福建,元器件,FLDZ,主板,20021210,厦门市法拉发展有限公司,集体企业
600566.SH,600566,济川药业,湖北,中成药,JCYY,主板,20010822,曹龙祥,民营企业
600567.SH,600567,山鹰国际,安徽,造纸,SYGJ,主板,20011218,吴明武,外资
600568.SH,600568,ST中珠,湖北,医疗保健,STZZ,主板,20010518,无实际控制人,其他
600569.SH,600569,安阳钢铁,河南,普钢,AYGT,主板,20010820,河南省人民政府国有资产监督管理委员会,地方国有企业
600570.SH,600570,恒生电子,浙江,软件服务,HSDZ,主板,20031216,无实际控制人,其他
600571.SH,600571,信雅达,浙江,软件服务,XYD,主板,20021101,郭华强,民营企业
600572.SH,600572,康恩贝,浙江,中成药,KEB,主板,20040412,浙江省人民政府国有资产监督管理委员会,地方国有企业
600573.SH,600573,惠泉啤酒,福建,啤酒,HQPJ,主板,20030226,北京市人民政府,地方国有企业
600575.SH,600575,淮河能源,安徽,火力发电,HHNY,主板,20030328,安徽省人民政府国有资产监督管理委员会,地方国有企业
600576.SH,600576,祥源文旅,浙江,旅游景点,XYWL,主板,20030220,俞发祥,民营企业
600577.SH,600577,精达股份,安徽,电气设备,JDGF,主板,20020911,李光荣,民营企业
600578.SH,600578,京能电力,北京,火力发电,JNDL,主板,20020510,北京市人民政府国有资产监督管理委员会,地方国有企业
600579.SH,600579,中化装备,山东,化工机械,ZHZB,主板,20020809,国务院国有资产监督管理委员会,中央企业
600580.SH,600580,卧龙电驱,浙江,电气设备,WLDQ,主板,20020606,陈建成,民营企业
600581.SH,600581,*ST八钢,新疆,普钢,*STBG,主板,20020816,国务院国有资产监督管理委员会,中央企业
600582.SH,600582,天地科技,北京,专用机械,TDKJ,主板,20020515,国务院国有资产监督管理委员会,中央企业
600583.SH,600583,海油工程,天津,石油开采,HYGC,主板,20020205,国务院国有资产监督管理委员会,中央企业
600584.SH,600584,长电科技,江苏,半导体,CDKJ,主板,20030603,国务院国有资产监督管理委员会,中央企业
600585.SH,600585,海螺水泥,安徽,水泥,HLSN,主板,20020207,安徽省人民政府国有资产监督管理委员会,地方国有企业
600586.SH,600586,金晶科技,山东,玻璃,JJKJ,主板,20020815,丁茂良,民营企业
600587.SH,600587,新华医疗,山东,医疗保健,XHYL,主板,20020927,山东省人民政府国有资产监督管理委员会,地方国有企业
600588.SH,600588,用友网络,北京,软件服务,YYWL,主板,20010518,王文京,民营企业
600589.SH,600589,大位科技,广东,软件服务,DWKJ,主板,20010612,吴境,民营企业
600590.SH,600590,泰豪科技,江西,通信设备,THKJ,主板,20020703,无实际控制人,其他
600592.SH,600592,龙溪股份,福建,机械基件,LXGF,主板,20020805,漳州市人民政府国有资产监督管理委员会,地方国有企业
600593.SH,600593,大连圣亚,辽宁,旅游景点,DLSY,主板,20020711,大连市人民政府国有资产监督管理委员会,地方国有企业
600594.SH,600594,益佰制药,贵州,中成药,YBZY,主板,20040323,窦啟玲,民营企业
600595.SH,600595,中孚实业,河南,铝,ZFSY,主板,20020626,Maxon Limited,外资
600596.SH,600596,新安股份,浙江,化工原料,XAGF,主板,20010906,徐冠巨,民营企业
600597.SH,600597,光明乳业,上海,乳制品,GMRY,主板,20020828,上海市国有资产监督管理委员会,地方国有企业
600598.SH,600598,北大荒,黑龙江,种植业,BDH,主板,20020329,中华人民共和国农业农村部,中央企业
600599.SH,600599,*ST熊猫,湖南,化工原料,*STXM,主板,20010828,赵伟平,民营企业
600600.SH,600600,青岛啤酒,山东,啤酒,QDPJ,主板,19930827,青岛市人民政府国有资产监督管理委员会,地方国有企业
600601.SH,600601,方正科技,上海,元器件,FZKJ,主板,19901219,珠海市人民政府国有资产监督管理委员会,地方国有企业
600602.SH,600602,云赛智联,上海,软件服务,YSZL,主板,19901219,上海市国有资产监督管理委员会,地方国有企业
600603.SH,600603,广汇物流,四川,区域地产,GHWL,主板,19920113,孙广信,民营企业
600604.SH,600604,市北高新,上海,园区开发,SBGX,主板,19920327,上海市静安区国有资产监督管理委员会(上海市静安区集体资产监督管理委员会),地方国有企业
600605.SH,600605,汇通能源,上海,房产服务,HTNY,主板,19920327,黄颖,民营企业
600606.SH,600606,绿地控股,上海,全国地产,LDKG,主板,19920327,无实际控制人,其他
600608.SH,600608,*ST沪科,上海,商贸代理,*STHK,主板,19920327,云南省昆明市人民政府国有资产监督管理委员会,地方国有企业
600609.SH,600609,金杯汽车,辽宁,汽车配件,JBQC,主板,19920724,辽宁省沈阳市人民政府国有资产监督管理委员会,地方国有企业
600610.SH,600610,中毅达,贵州,化工原料,ZYD,主板,19920805,信达证券股份有限公司,中央企业
600611.SH,600611,大众交通,上海,公共交通,DZJT,主板,19920807,上海大众职工持股会,其他
600612.SH,600612,老凤祥,上海,服饰,LFX,主板,19920814,上海市黄浦区国有资产监督管理委员会(上海市黄浦区集体资产监督管理委员会),地方国有企业
600613.SH,600613,神奇制药,上海,中成药,SQZY,主板,19920820,文邦英,民营企业
600615.SH,600615,鑫源智造,重庆,铝,XYZZ,主板,19920910,龚大兴,民营企业
600616.SH,600616,金枫酒业,上海,红黄酒,JFJY,主板,19920929,上海市国有资产监督管理委员会,地方国有企业
600617.SH,600617,国新能源,山西,供气供热,GXNY,主板,19921013,山西省人民政府国有资产监督管理委员会,地方国有企业
600618.SH,600618,氯碱化工,上海,化工原料,LJHG,主板,19921113,上海市国有资产监督管理委员会,地方国有企业
600619.SH,600619,海立股份,上海,家用电器,HLGF,主板,19921116,上海市国有资产监督管理委员会,地方国有企业
600620.SH,600620,天宸股份,上海,综合类,TCGF,主板,19921117,叶茂菁,外资
600621.SH,600621,华鑫股份,上海,证券,HXGF,主板,19921202,上海市国有资产监督管理委员会,地方国有企业
600622.SH,600622,光大嘉宝,上海,区域地产,GDJB,主板,19921203,中央汇金投资有限责任公司,中央企业
600623.SH,600623,华谊集团,上海,化工原料,HYJT,主板,19921204,上海市国有资产监督管理委员会,地方国有企业
600624.SH,600624,ST复华,上海,化学制药,STFH,主板,19930105,上海市奉贤区人民政府国有资产监督管理委员会,地方国有企业
600626.SH,600626,申达股份,上海,汽车配件,SDGF,主板,19930107,上海市国有资产监督管理委员会,地方国有企业
600628.SH,600628,新世界,上海,百货,XSJ,主板,19930119,上海市黄浦区国有资产监督管理委员会(上海市黄浦区集体资产监督管理委员会),地方国有企业
